age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
33,admin.,single,tertiary,no,490,yes,no,cellular,7,may,31.0,1,363.0,2,failure,no
35,management,married,tertiary,no,2682,yes,no,cellular,9,jul,156.0,1,-1.0,0,unknown,no
24,services,married,tertiary,no,0,yes,no,unknown,27,may,299.0,1,-1.0,0,unknown,no
29,unemployed,married,secondary,no,596,no,no,cellular,30,jan,510.0,2,-1.0,0,unknown,no
54,blue-collar,married,secondary,no,2059,yes,no,cellular,25,aug,177.0,4,-1.0,0,unknown,no
27,admin.,married,secondary,no,132,no,no,cellular,13,oct,123.0,2,-1.0,0,unknown,no
34,management,married,secondary,no,0,no,no,cellular,2,feb,270.0,1,-1.0,0,unknown,no
39,blue-collar,married,primary,no,385,yes,no,unknown,16,may,225.0,4,-1.0,0,unknown,no
38,management,married,tertiary,no,223,no,no,cellular,28,jan,63.0,1,-1.0,0,unknown,no
37,management,married,tertiary,no,0,yes,no,unknown,3,jun,247.0,13,-1.0,0,unknown,no
26,services,single,secondary,no,512,yes,yes,cellular,30,jan,206.0,5,239.0,3,failure,no
36,entrepreneur,married,tertiary,no,1169,yes,no,unknown,6,may,168.0,2,-1.0,0,unknown,no
35,management,single,tertiary,no,71,yes,no,unknown,21,may,836.0,12,-1.0,0,unknown,no
30,management,single,tertiary,no,940,no,no,cellular,8,aug,131.0,2,-1.0,0,unknown,no
25,technician,single,secondary,no,-80,yes,yes,unknown,3,jun,89.0,1,-1.0,0,unknown,no
34,technician,married,secondary,no,0,yes,no,cellular,29,aug,116.0,4,-1.0,0,unknown,no
52,unknown,married,unknown,no,1317,no,no,unknown,12,jun,58.0,1,-1.0,0,unknown,no
39,admin.,married,secondary,no,179,no,no,unknown,6,sep,36.0,1,-1.0,0,unknown,no
34,management,married,secondary,no,1007,yes,no,cellular,21,jul,240.0,2,-1.0,0,unknown,no
34,management,single,secondary,no,0,no,no,cellular,22,aug,132.0,4,-1.0,0,unknown,no
30,services,married,secondary,no,1286,yes,yes,cellular,17,jul,544.0,1,-1.0,0,unknown,no
33,services,married,secondary,no,804,yes,yes,unknown,8,may,266.0,1,-1.0,0,unknown,no
30,student,single,secondary,no,4,no,no,cellular,4,feb,443.0,2,-1.0,0,unknown,no
51,blue-collar,married,primary,no,0,yes,no,cellular,10,jul,324.0,1,-1.0,0,unknown,no
36,services,single,secondary,no,417,yes,no,cellular,6,feb,15.0,10,207.0,3,failure,no
48,blue-collar,married,primary,no,1678,no,no,cellular,28,jan,263.0,2,-1.0,0,unknown,no
37,services,divorced,secondary,no,532,yes,no,unknown,11,jun,199.0,1,-1.0,0,unknown,no
58,management,married,secondary,no,407,yes,no,cellular,29,jul,145.0,2,-1.0,0,unknown,no
56,management,divorced,tertiary,no,659,no,yes,cellular,2,jun,56.0,1,-1.0,0,unknown,no
34,blue-collar,married,secondary,no,393,yes,no,cellular,5,may,11.0,9,-1.0,0,unknown,no
33,admin.,divorced,secondary,no,661,yes,no,cellular,18,nov,411.0,1,173.0,2,other,no
26,services,single,secondary,no,0,no,no,cellular,29,jul,165.0,23,-1.0,0,unknown,no
40,management,single,unknown,no,838,yes,no,unknown,12,may,619.0,3,-1.0,0,unknown,no
35,services,married,secondary,no,195,yes,no,cellular,17,apr,203.0,1,-1.0,0,unknown,no
45,entrepreneur,married,secondary,no,68,yes,no,unknown,7,may,254.0,1,-1.0,0,unknown,no
37,technician,single,secondary,no,-242,yes,no,cellular,13,aug,1149.0,6,-1.0,0,unknown,yes
35,management,divorced,tertiary,no,321,yes,no,unknown,9,may,189.0,1,-1.0,0,unknown,no
43,services,single,secondary,no,3403,yes,no,cellular,12,nov,707.0,2,97.0,2,success,yes
28,blue-collar,married,secondary,no,8,yes,no,cellular,15,may,196.0,1,-1.0,0,unknown,no
32,blue-collar,divorced,secondary,no,739,yes,no,unknown,9,may,171.0,1,-1.0,0,unknown,no
26,unemployed,single,secondary,no,622,no,no,cellular,28,jan,1451.0,2,-1.0,0,unknown,yes
35,services,married,secondary,no,152,yes,no,unknown,2,jun,563.0,1,-1.0,0,unknown,yes
35,technician,single,secondary,no,2,no,no,cellular,11,aug,239.0,4,-1.0,0,unknown,no
39,blue-collar,married,secondary,no,1439,yes,no,telephone,28,jul,73.0,6,-1.0,0,unknown,no
42,blue-collar,divorced,secondary,no,1491,yes,no,cellular,6,may,203.0,2,334.0,2,failure,no
32,technician,single,secondary,no,6402,yes,no,cellular,6,may,158.0,1,167.0,1,success,no
30,unemployed,married,secondary,no,1210,no,no,cellular,9,jul,100.0,4,-1.0,0,unknown,no
26,management,single,tertiary,no,122,no,yes,cellular,8,jul,160.0,1,-1.0,0,unknown,no
30,student,single,secondary,no,0,yes,no,cellular,19,nov,661.0,1,-1.0,0,unknown,no
32,management,married,tertiary,no,62,yes,no,cellular,14,may,166.0,1,-1.0,0,unknown,no
47,services,married,secondary,no,3333,yes,yes,cellular,29,jul,114.0,2,-1.0,0,unknown,no
33,technician,married,tertiary,no,16992,yes,no,unknown,29,may,58.0,1,-1.0,0,unknown,no
57,blue-collar,married,primary,no,23,yes,no,telephone,31,jul,25.0,8,-1.0,0,unknown,no
35,admin.,married,secondary,no,0,yes,no,cellular,7,may,121.0,2,-1.0,0,unknown,no
53,technician,married,tertiary,no,6072,no,yes,unknown,16,jun,226.0,4,-1.0,0,unknown,no
24,retired,single,secondary,no,366,no,yes,unknown,16,may,234.0,2,-1.0,0,unknown,no
54,management,divorced,tertiary,no,0,no,yes,cellular,10,jul,88.0,1,-1.0,0,unknown,no
31,management,married,tertiary,no,1343,yes,yes,unknown,21,may,85.0,1,-1.0,0,unknown,no
41,entrepreneur,married,secondary,no,2105,yes,no,cellular,18,nov,134.0,1,-1.0,0,unknown,no
44,unknown,married,secondary,no,2319,no,no,cellular,4,aug,251.0,3,-1.0,0,unknown,no
35,services,single,secondary,no,35,yes,no,cellular,14,may,152.0,1,-1.0,0,unknown,no
30,management,married,tertiary,no,877,no,no,cellular,13,aug,202.0,1,83.0,5,failure,no
43,blue-collar,single,primary,no,30,yes,no,unknown,30,may,379.0,17,-1.0,0,unknown,no
51,entrepreneur,married,secondary,yes,-2082,no,yes,cellular,28,jul,123.0,6,-1.0,0,unknown,no
60,retired,married,secondary,no,89,no,no,cellular,30,apr,156.0,2,-1.0,0,unknown,no
43,self-employed,married,secondary,no,104,no,no,unknown,17,jun,332.0,1,-1.0,0,unknown,no
31,management,married,tertiary,no,1750,yes,no,telephone,14,may,90.0,3,-1.0,0,unknown,no
56,management,married,primary,no,772,yes,no,telephone,20,nov,291.0,1,-1.0,0,unknown,no
42,technician,married,secondary,no,1048,yes,no,telephone,6,feb,23.0,2,-1.0,0,unknown,no
52,entrepreneur,married,primary,no,592,no,no,cellular,21,jul,122.0,2,-1.0,0,unknown,no
40,technician,married,secondary,no,0,yes,yes,cellular,26,jul,105.0,2,172.0,1,failure,no
36,services,married,secondary,no,3064,yes,no,telephone,11,may,1143.0,4,-1.0,0,unknown,no
40,services,married,primary,no,33,no,no,unknown,26,may,70.0,3,-1.0,0,unknown,no
46,blue-collar,married,secondary,no,0,yes,no,cellular,8,may,264.0,2,-1.0,0,unknown,no
32,admin.,single,secondary,no,1649,no,no,cellular,27,may,204.0,2,-1.0,0,unknown,no
31,housemaid,single,tertiary,no,287,yes,no,cellular,19,nov,182.0,1,-1.0,0,unknown,no
41,technician,divorced,secondary,no,0,yes,no,cellular,17,nov,386.0,2,-1.0,0,unknown,no
58,housemaid,married,primary,no,419,no,yes,unknown,5,jun,295.0,3,-1.0,0,unknown,no
36,services,married,secondary,no,257,yes,no,cellular,12,may,86.0,2,-1.0,0,unknown,no
52,technician,married,secondary,no,118,no,no,cellular,28,aug,16.0,20,-1.0,0,unknown,no
42,management,married,tertiary,no,251,no,no,cellular,20,aug,413.0,2,-1.0,0,unknown,no
32,management,single,tertiary,no,1731,yes,yes,unknown,29,may,323.0,3,-1.0,0,unknown,no
62,management,married,tertiary,no,0,no,no,cellular,13,oct,78.0,3,-1.0,0,unknown,no
31,technician,single,tertiary,no,23,no,no,cellular,25,aug,121.0,3,-1.0,0,unknown,no
41,blue-collar,single,secondary,yes,-386,no,yes,cellular,20,nov,477.0,1,-1.0,0,unknown,yes
34,self-employed,married,tertiary,no,5498,no,no,cellular,19,nov,265.0,1,-1.0,0,unknown,no
44,management,single,tertiary,no,5063,no,no,cellular,27,oct,418.0,2,-1.0,0,unknown,yes
42,blue-collar,married,primary,no,7041,yes,no,cellular,28,jul,386.0,4,-1.0,0,unknown,no
37,entrepreneur,single,secondary,no,654,no,no,unknown,19,may,594.0,2,-1.0,0,unknown,no
47,management,married,tertiary,no,1890,no,no,cellular,8,jul,161.0,1,-1.0,0,unknown,no
32,unemployed,married,secondary,no,2400,yes,yes,cellular,5,feb,450.0,3,-1.0,0,unknown,no
46,blue-collar,married,secondary,no,519,yes,no,cellular,25,aug,217.0,6,-1.0,0,unknown,no
39,technician,single,tertiary,no,1190,no,no,cellular,8,aug,136.0,1,-1.0,0,unknown,no
28,services,single,secondary,no,229,yes,no,unknown,9,may,322.0,1,-1.0,0,unknown,no
26,student,single,secondary,no,203,no,no,cellular,16,nov,104.0,1,196.0,1,failure,no
52,technician,married,secondary,no,1818,no,yes,cellular,17,nov,189.0,2,111.0,4,failure,no
42,unemployed,married,secondary,no,1289,no,no,cellular,15,jul,250.0,4,415.0,2,failure,yes
33,technician,divorced,tertiary,no,39,no,no,cellular,19,aug,123.0,5,-1.0,0,unknown,no
73,retired,married,primary,no,796,no,no,cellular,23,oct,427.0,1,182.0,2,failure,yes
35,admin.,single,secondary,no,57,no,yes,cellular,8,jul,632.0,2,-1.0,0,unknown,no
40,management,married,tertiary,no,1548,yes,no,cellular,13,apr,101.0,3,-1.0,0,unknown,no
51,technician,married,secondary,no,117,no,no,cellular,24,aug,467.0,2,88.0,4,other,yes
37,admin.,single,secondary,no,0,yes,no,cellular,16,apr,640.0,2,-1.0,0,unknown,no
39,management,married,tertiary,no,691,yes,yes,cellular,16,apr,517.0,1,255.0,1,failure,no
28,blue-collar,married,secondary,no,64,yes,no,unknown,13,may,160.0,3,-1.0,0,unknown,no
49,technician,divorced,tertiary,no,0,yes,no,cellular,12,jun,177.0,3,-1.0,0,unknown,no
36,admin.,married,secondary,no,957,yes,no,unknown,21,may,206.0,1,-1.0,0,unknown,no
45,technician,married,secondary,no,118,yes,no,unknown,7,may,208.0,2,-1.0,0,unknown,no
29,technician,single,tertiary,no,218,yes,no,cellular,12,apr,169.0,1,-1.0,0,unknown,no
35,management,married,secondary,no,724,yes,no,cellular,14,jul,287.0,2,415.0,1,failure,yes
35,housemaid,married,tertiary,no,20,yes,yes,cellular,17,jul,505.0,3,-1.0,0,unknown,no
30,blue-collar,married,secondary,no,-28,yes,no,cellular,18,may,284.0,2,371.0,1,failure,no
46,blue-collar,married,primary,no,665,no,no,cellular,30,jan,89.0,4,235.0,2,failure,no
25,student,single,tertiary,no,5,no,no,cellular,29,sep,138.0,1,-1.0,0,unknown,no
36,management,married,tertiary,no,925,no,no,cellular,14,dec,321.0,3,189.0,4,success,yes
42,blue-collar,married,primary,no,2519,yes,no,unknown,15,may,262.0,4,-1.0,0,unknown,no
57,admin.,married,secondary,no,3927,no,no,cellular,13,oct,61.0,1,-1.0,0,unknown,no
42,management,divorced,tertiary,no,401,yes,no,cellular,24,jul,217.0,9,-1.0,0,unknown,no
29,management,married,tertiary,no,581,yes,yes,cellular,14,jul,192.0,2,-1.0,0,unknown,no
36,technician,married,tertiary,no,1327,no,no,cellular,29,oct,174.0,2,-1.0,0,unknown,no
31,unemployed,married,secondary,no,3242,no,no,unknown,25,jun,292.0,2,-1.0,0,unknown,no
59,technician,married,primary,no,3163,yes,no,unknown,29,may,240.0,2,-1.0,0,unknown,no
50,unemployed,divorced,secondary,no,32,no,no,cellular,4,aug,282.0,2,-1.0,0,unknown,no
47,admin.,married,secondary,no,310,yes,yes,telephone,14,aug,128.0,6,-1.0,0,unknown,no
46,housemaid,married,primary,no,0,no,no,telephone,2,feb,161.0,1,-1.0,0,unknown,no
26,blue-collar,single,primary,no,155,yes,no,cellular,29,jan,291.0,1,244.0,4,failure,no
31,services,single,secondary,no,11386,yes,no,cellular,20,nov,356.0,1,-1.0,0,unknown,no
30,services,married,tertiary,no,1380,yes,no,unknown,21,may,294.0,2,-1.0,0,unknown,no
47,blue-collar,single,unknown,no,2443,no,no,unknown,18,jun,422.0,1,-1.0,0,unknown,no
23,technician,single,tertiary,no,1129,yes,no,unknown,28,may,806.0,1,-1.0,0,unknown,yes
44,unemployed,single,primary,no,4232,no,no,unknown,16,jun,227.0,1,-1.0,0,unknown,no
42,self-employed,married,secondary,no,5564,no,no,cellular,17,nov,560.0,2,-1.0,0,unknown,no
32,services,single,secondary,no,-402,yes,no,cellular,17,apr,135.0,1,-1.0,0,unknown,no
28,admin.,single,secondary,no,1323,yes,no,unknown,3,jun,361.0,1,-1.0,0,unknown,no
57,retired,married,primary,no,1623,yes,yes,cellular,18,jul,246.0,1,-1.0,0,unknown,no
38,technician,married,tertiary,no,1042,yes,no,cellular,4,feb,419.0,2,-1.0,0,unknown,no
22,student,single,secondary,no,2488,no,no,cellular,8,nov,449.0,2,38.0,10,other,yes
54,admin.,married,secondary,no,865,yes,no,cellular,17,nov,71.0,1,-1.0,0,unknown,no
32,technician,married,tertiary,no,-1053,yes,no,cellular,21,jul,357.0,3,-1.0,0,unknown,no
32,management,married,tertiary,no,1667,yes,no,cellular,18,nov,164.0,2,179.0,3,failure,no
59,admin.,divorced,secondary,no,975,yes,no,unknown,15,may,263.0,4,-1.0,0,unknown,no
45,technician,married,secondary,no,2571,no,no,unknown,18,jun,146.0,2,-1.0,0,unknown,no
53,unknown,married,primary,no,732,no,no,cellular,27,oct,759.0,2,-1.0,0,unknown,yes
50,admin.,divorced,secondary,no,769,no,no,cellular,28,jul,72.0,2,363.0,4,failure,no
34,technician,married,secondary,no,-136,yes,yes,cellular,12,aug,131.0,2,-1.0,0,unknown,no
35,admin.,divorced,secondary,no,3636,no,yes,cellular,21,nov,808.0,2,-1.0,0,unknown,yes
30,management,married,tertiary,no,931,no,no,cellular,17,jul,1183.0,1,-1.0,0,unknown,no
62,housemaid,married,secondary,no,565,no,no,cellular,4,sep,123.0,3,-1.0,0,unknown,no
40,blue-collar,married,secondary,no,271,yes,no,unknown,29,may,483.0,2,-1.0,0,unknown,no
26,self-employed,single,tertiary,no,1153,no,no,cellular,4,may,238.0,3,-1.0,0,unknown,no
34,management,married,tertiary,no,-73,yes,no,cellular,11,jul,90.0,1,-1.0,0,unknown,no
50,unknown,married,unknown,no,558,no,no,cellular,9,jul,464.0,1,683.0,6,failure,yes
31,unknown,divorced,tertiary,no,137,no,no,cellular,22,aug,385.0,9,-1.0,0,unknown,no
35,technician,married,secondary,no,700,yes,no,unknown,23,may,240.0,2,-1.0,0,unknown,no
55,retired,married,primary,no,-966,no,yes,cellular,14,may,104.0,1,-1.0,0,unknown,no
34,admin.,married,secondary,no,96,no,no,cellular,29,aug,109.0,2,-1.0,0,unknown,no
58,retired,married,primary,no,4007,no,no,cellular,30,nov,598.0,4,-1.0,0,unknown,no
50,management,single,tertiary,no,567,yes,no,unknown,16,may,274.0,8,-1.0,0,unknown,no
31,technician,single,secondary,no,40,no,no,cellular,7,aug,123.0,2,-1.0,0,unknown,no
47,admin.,divorced,secondary,no,136,no,yes,cellular,23,jul,70.0,1,-1.0,0,unknown,no
38,self-employed,single,tertiary,no,917,yes,no,unknown,23,may,260.0,1,-1.0,0,unknown,no
46,management,single,tertiary,no,593,yes,no,cellular,29,jan,190.0,3,-1.0,0,unknown,no
42,blue-collar,married,primary,no,505,yes,no,unknown,14,may,521.0,2,-1.0,0,unknown,no
34,blue-collar,married,secondary,no,2542,yes,no,cellular,14,may,228.0,1,-1.0,0,unknown,no
37,management,married,tertiary,no,5355,no,no,telephone,17,feb,466.0,4,-1.0,0,unknown,yes
38,student,single,tertiary,no,807,no,no,cellular,27,feb,74.0,2,-1.0,0,unknown,no
59,retired,married,secondary,no,9976,yes,no,unknown,29,may,57.0,2,-1.0,0,unknown,no
32,admin.,married,secondary,no,0,no,no,cellular,30,jan,119.0,3,-1.0,0,unknown,no
55,management,married,tertiary,no,540,no,no,cellular,19,nov,124.0,2,-1.0,0,unknown,no
35,blue-collar,married,secondary,no,280,yes,yes,cellular,31,jul,65.0,50,-1.0,0,unknown,no
56,management,divorced,tertiary,no,-59,no,yes,cellular,28,jul,127.0,6,-1.0,0,unknown,no
27,admin.,married,secondary,yes,-517,yes,no,cellular,14,jul,172.0,3,-1.0,0,unknown,no
42,unemployed,single,secondary,no,2613,yes,no,cellular,30,jul,174.0,6,-1.0,0,unknown,no
42,student,married,unknown,no,-7,no,no,telephone,31,jul,41.0,6,-1.0,0,unknown,no
41,blue-collar,married,primary,no,0,yes,no,unknown,30,may,232.0,3,-1.0,0,unknown,no
53,retired,divorced,secondary,yes,-200,no,yes,unknown,6,jun,161.0,1,-1.0,0,unknown,no
67,retired,married,primary,no,2301,no,no,cellular,16,apr,124.0,1,-1.0,0,unknown,no
53,housemaid,married,primary,no,104,no,yes,unknown,5,jun,701.0,1,-1.0,0,unknown,yes
33,blue-collar,married,primary,no,191,yes,no,unknown,9,may,162.0,2,-1.0,0,unknown,no
31,technician,single,unknown,no,694,yes,no,unknown,6,jun,431.0,2,-1.0,0,unknown,no
31,admin.,married,secondary,no,212,yes,no,cellular,18,jul,191.0,3,-1.0,0,unknown,no
30,management,married,tertiary,no,1882,yes,no,cellular,11,aug,249.0,5,-1.0,0,unknown,no
48,blue-collar,married,unknown,no,131,yes,no,unknown,6,may,189.0,1,-1.0,0,unknown,no
30,technician,single,secondary,no,175,no,no,cellular,25,aug,167.0,4,-1.0,0,unknown,no
43,technician,single,tertiary,yes,0,no,no,cellular,29,aug,73.0,4,-1.0,0,unknown,no
38,management,divorced,tertiary,no,4425,yes,no,unknown,30,may,162.0,1,-1.0,0,unknown,no
46,unemployed,married,secondary,no,3533,yes,no,cellular,12,aug,235.0,2,-1.0,0,unknown,no
59,blue-collar,divorced,secondary,no,3573,no,no,cellular,15,may,44.0,1,-1.0,0,unknown,no
44,management,divorced,tertiary,no,476,yes,yes,unknown,26,may,127.0,2,-1.0,0,unknown,no
35,blue-collar,married,secondary,no,1257,yes,no,cellular,20,apr,93.0,3,329.0,7,failure,no
55,blue-collar,married,unknown,no,23,no,no,cellular,30,jan,143.0,1,2.0,3,other,no
39,management,single,tertiary,no,0,yes,no,cellular,16,apr,81.0,2,-1.0,0,unknown,no
36,services,single,secondary,no,398,yes,yes,unknown,17,jun,77.0,2,-1.0,0,unknown,no
33,blue-collar,married,secondary,no,745,yes,no,unknown,23,may,115.0,4,-1.0,0,unknown,no
48,management,single,tertiary,no,8106,no,no,unknown,17,nov,125.0,1,111.0,3,failure,no
33,management,single,tertiary,no,0,no,no,cellular,19,aug,53.0,4,-1.0,0,unknown,no
67,retired,married,unknown,no,696,no,no,telephone,4,may,77.0,2,-1.0,0,unknown,no
48,unemployed,divorced,secondary,no,1266,yes,no,telephone,3,feb,45.0,1,-1.0,0,unknown,no
57,management,married,tertiary,no,2416,no,no,cellular,11,aug,74.0,2,-1.0,0,unknown,no
31,housemaid,married,primary,no,25,no,no,cellular,21,aug,169.0,5,-1.0,0,unknown,no
30,student,single,tertiary,no,7513,no,no,cellular,11,aug,269.0,2,-1.0,0,unknown,no
56,entrepreneur,divorced,primary,no,29,no,no,cellular,29,jan,52.0,2,227.0,1,failure,no
26,blue-collar,married,primary,no,5116,yes,no,cellular,22,jul,246.0,3,-1.0,0,unknown,no
44,management,married,secondary,no,-1746,yes,no,unknown,20,jun,218.0,1,-1.0,0,unknown,no
44,technician,divorced,secondary,no,14,no,no,cellular,13,nov,167.0,1,92.0,1,success,yes
31,management,married,tertiary,no,4148,yes,no,cellular,21,nov,316.0,3,99.0,9,other,yes
47,self-employed,married,unknown,no,14,yes,no,cellular,15,may,142.0,1,-1.0,0,unknown,no
30,admin.,single,secondary,no,105,yes,no,cellular,21,nov,75.0,1,-1.0,0,unknown,no
37,management,married,tertiary,no,767,no,yes,cellular,2,feb,204.0,1,-1.0,0,unknown,no
56,admin.,divorced,primary,no,0,no,yes,cellular,10,jul,542.0,1,-1.0,0,unknown,no
43,management,single,secondary,no,-228,yes,yes,unknown,16,may,122.0,2,-1.0,0,unknown,no
42,services,married,secondary,no,508,yes,no,unknown,30,may,70.0,1,-1.0,0,unknown,no
60,management,married,secondary,no,725,yes,no,cellular,8,jul,266.0,1,-1.0,0,unknown,no
34,blue-collar,married,unknown,no,41,yes,no,cellular,6,may,34.0,9,-1.0,0,unknown,no
34,management,single,tertiary,no,184,no,no,cellular,22,jul,203.0,4,-1.0,0,unknown,no
41,management,married,tertiary,no,251,no,yes,unknown,6,jun,85.0,3,-1.0,0,unknown,no
38,management,divorced,secondary,no,-17,no,no,cellular,21,nov,11.0,4,-1.0,0,unknown,no
23,services,married,secondary,no,-19,yes,no,unknown,20,jun,13.0,10,-1.0,0,unknown,no
33,management,married,tertiary,no,1064,yes,no,cellular,13,may,562.0,1,-1.0,0,unknown,yes
36,blue-collar,married,secondary,no,777,yes,no,cellular,6,may,185.0,3,-1.0,0,unknown,no
49,unemployed,married,tertiary,no,377,no,no,cellular,22,may,158.0,1,59.0,2,failure,no
34,admin.,divorced,secondary,no,479,yes,no,cellular,12,may,515.0,1,350.0,5,failure,yes
40,technician,divorced,secondary,no,-375,yes,no,cellular,13,may,60.0,5,-1.0,0,unknown,no
72,retired,married,primary,no,796,no,no,cellular,24,apr,173.0,2,-1.0,0,unknown,no
43,technician,married,secondary,no,17,yes,no,unknown,16,may,353.0,4,-1.0,0,unknown,no
44,blue-collar,married,secondary,no,1071,yes,no,cellular,11,may,143.0,3,357.0,1,failure,no
35,admin.,married,secondary,no,0,yes,no,cellular,20,apr,18.0,5,-1.0,0,unknown,no
46,admin.,divorced,secondary,no,7378,no,no,cellular,18,nov,466.0,1,-1.0,0,unknown,no
55,admin.,married,secondary,no,865,yes,no,cellular,17,apr,85.0,1,151.0,1,failure,no
50,technician,divorced,secondary,no,-701,yes,yes,cellular,24,jul,148.0,1,-1.0,0,unknown,no
23,blue-collar,single,unknown,no,817,yes,no,cellular,18,may,123.0,1,-1.0,0,unknown,no
34,student,married,unknown,no,1387,no,no,cellular,30,apr,121.0,1,-1.0,0,unknown,no
40,blue-collar,married,secondary,no,0,yes,yes,unknown,29,may,245.0,3,-1.0,0,unknown,no
61,retired,married,secondary,no,2917,no,no,cellular,6,oct,215.0,1,-1.0,0,unknown,yes
53,technician,married,secondary,no,4541,yes,no,unknown,15,may,190.0,6,-1.0,0,unknown,no
57,technician,married,secondary,no,0,no,no,unknown,13,may,44.0,1,-1.0,0,unknown,no
28,blue-collar,married,secondary,no,4287,no,no,cellular,30,apr,171.0,1,-1.0,0,unknown,no
25,admin.,married,secondary,no,242,yes,no,cellular,30,jul,62.0,12,-1.0,0,unknown,no
38,blue-collar,married,secondary,no,171,yes,yes,unknown,20,may,172.0,1,-1.0,0,unknown,no
27,services,single,secondary,no,259,yes,no,unknown,23,may,78.0,10,-1.0,0,unknown,no
45,blue-collar,married,secondary,no,827,yes,no,unknown,15,may,319.0,5,-1.0,0,unknown,no
31,services,single,secondary,no,469,no,yes,cellular,2,feb,111.0,1,-1.0,0,unknown,no
39,blue-collar,married,primary,no,2226,yes,no,unknown,6,may,158.0,1,-1.0,0,unknown,no
42,technician,married,secondary,no,0,no,no,cellular,29,aug,82.0,12,-1.0,0,unknown,no
46,management,married,tertiary,no,477,yes,no,unknown,20,may,128.0,6,-1.0,0,unknown,no
36,services,married,secondary,no,42,yes,no,unknown,8,may,102.0,4,-1.0,0,unknown,no
30,management,single,tertiary,no,775,yes,no,unknown,16,jun,124.0,2,-1.0,0,unknown,no
32,blue-collar,married,secondary,no,9,yes,no,cellular,17,apr,334.0,2,-1.0,0,unknown,no
52,technician,married,tertiary,no,2557,no,no,cellular,28,jan,134.0,5,204.0,2,success,yes
31,management,married,tertiary,no,2395,no,no,cellular,27,apr,218.0,1,-1.0,0,unknown,no
60,management,married,primary,no,4895,no,no,unknown,9,jun,313.0,1,-1.0,0,unknown,no
35,blue-collar,single,secondary,no,376,yes,yes,unknown,6,may,207.0,3,-1.0,0,unknown,no
38,management,married,tertiary,no,389,yes,no,unknown,6,may,262.0,1,-1.0,0,unknown,no
46,management,divorced,tertiary,no,134,no,no,cellular,19,aug,134.0,2,-1.0,0,unknown,no
45,entrepreneur,divorced,tertiary,no,1273,yes,yes,unknown,11,jun,197.0,3,-1.0,0,unknown,no
59,services,married,secondary,no,0,yes,no,cellular,12,may,214.0,3,-1.0,0,unknown,no
34,management,married,tertiary,no,2892,yes,yes,cellular,30,jul,1165.0,7,-1.0,0,unknown,no
33,technician,divorced,secondary,no,0,yes,no,cellular,7,may,177.0,2,-1.0,0,unknown,no
46,management,single,secondary,no,295,yes,no,unknown,23,may,141.0,6,-1.0,0,unknown,no
48,admin.,married,secondary,no,292,yes,yes,cellular,29,jul,164.0,6,-1.0,0,unknown,no
31,services,single,secondary,no,85,no,no,cellular,16,jul,151.0,1,-1.0,0,unknown,no
32,technician,married,secondary,no,4,no,no,cellular,4,feb,145.0,2,260.0,4,failure,no
35,blue-collar,divorced,primary,no,-587,yes,no,unknown,26,may,111.0,1,-1.0,0,unknown,no
36,blue-collar,single,primary,no,367,no,no,cellular,2,feb,217.0,1,221.0,1,failure,no
52,management,married,tertiary,no,-1224,yes,no,cellular,7,may,253.0,4,-1.0,0,unknown,no
45,management,divorced,tertiary,no,959,no,no,unknown,18,jun,74.0,1,-1.0,0,unknown,no
34,management,married,tertiary,no,0,no,no,cellular,20,aug,263.0,2,-1.0,0,unknown,no
25,blue-collar,married,primary,yes,-589,yes,no,unknown,3,jun,233.0,1,-1.0,0,unknown,no
26,management,single,tertiary,no,-8,no,no,cellular,13,aug,402.0,2,-1.0,0,unknown,no
57,management,married,unknown,no,0,no,no,cellular,30,sep,585.0,1,-1.0,0,unknown,no
48,management,married,primary,no,247,yes,yes,unknown,14,may,145.0,1,-1.0,0,unknown,no
48,technician,married,unknown,no,5543,no,no,unknown,16,jun,143.0,5,-1.0,0,unknown,no
32,blue-collar,married,primary,no,642,no,yes,cellular,8,jul,524.0,1,-1.0,0,unknown,no
58,retired,married,secondary,no,11,no,no,cellular,11,aug,270.0,1,-1.0,0,unknown,no
57,management,married,primary,no,-226,yes,no,unknown,4,jun,272.0,1,-1.0,0,unknown,no
31,entrepreneur,married,tertiary,no,5191,no,no,cellular,20,nov,187.0,2,-1.0,0,unknown,no
33,blue-collar,single,secondary,no,-320,no,no,cellular,18,may,268.0,2,-1.0,0,unknown,no
53,entrepreneur,married,tertiary,no,2289,yes,yes,cellular,17,nov,183.0,1,-1.0,0,unknown,no
36,admin.,married,secondary,no,725,yes,no,cellular,27,feb,123.0,3,99.0,8,failure,no
32,technician,single,tertiary,no,705,yes,no,cellular,20,apr,20.0,4,-1.0,0,unknown,no
45,blue-collar,married,secondary,no,776,yes,no,cellular,6,feb,232.0,4,253.0,1,failure,no
35,unemployed,married,tertiary,no,816,yes,no,cellular,19,nov,547.0,7,-1.0,0,unknown,no
41,services,married,secondary,no,171,no,no,cellular,21,jul,71.0,9,-1.0,0,unknown,no
54,services,married,secondary,no,812,no,no,cellular,31,jul,113.0,6,-1.0,0,unknown,no
49,services,married,secondary,no,823,no,no,cellular,8,aug,780.0,4,-1.0,0,unknown,yes
28,technician,single,secondary,no,1453,yes,no,cellular,12,may,246.0,1,343.0,1,other,no
